"Date","Daydemand","Demand1dayago","Demand7daysago","Demand30daysago","Demand365daysago","Meanpast7days","Meanpast30days","Meanpast365days","Tempofday","Wind","Raincover","dayofweek"
"2020-06-24","1113","942","1405","1299","698","1182.375","1104.45161290323","950.989071038251","23.6","22","0","Wednesday"
"2020-06-25","1062","1113","972","1283","685","1139.5","1096.8064516129","951.983606557377","24.6","21.6","0","Thursday"
"2020-06-26","1308","1062","1174","1379","628","1181.5","1097.61290322581","953.685792349727","23.3","24.6","4.17","Friday"
"2020-06-27","1253","1308","1311","1310","499","1191.375","1093.54838709677","955.393442622951","17.6","33.1","12.5","Saturday"
"2020-06-28","1330","1253","1438","1509","1176","1193.75","1094.1935483871","957.66393442623","16.1","32.1","12.5","Sunday"
"2020-07-01","947","1330","1104","779","512","1132.375","1076.06451612903","957.03825136612","17.5","26","12.5","Wednesday"
"2020-07-02","1020","947","942","1030","923","1121.875","1083.83870967742","958.426229508197","16","21.2","12.5","Thursday"
"2020-07-03","1258","1020","1113","822","953","1161.375","1091.1935483871","959.341530054645","16.2","31.6","4.17","Friday"
"2020-07-04","1054","1258","1062","677","891","1154","1098.67741935484","959.617486338798","17.7","28.5","8.33","Saturday"
"2020-07-05","1513","1054","1308","779","1121","1210.375","1125.64516129032","961.31693989071","18.4","38","8.33","Sunday"
"2020-07-06","1343","1513","1253","666","656","1214.75","1143.83870967742","961.92349726776","16","28.5","0","Monday"
"2020-07-07","1124","1343","1330","1060","600","1198.625","1158.61290322581","963.20218579235","15.9","23.1","4.17","Tuesday"
"2020-07-08","1140","1124","947","847","634","1174.875","1161.1935483871","964.677595628415","16.7","16","12.5","Wednesday"
"2020-07-09","1235","1140","1020","1024","690","1210.875","1173.70967741935","966.319672131148","17.6","21.5","16.67","Thursday"
"2020-07-10","1324","1235","1258","970","746","1248.875","1183.38709677419","968.051912568306","15.8","19.7","8.33","Friday"
"2020-07-11","1112","1324","1054","846","652","1230.625","1187.96774193548","969.051912568306","15.8","17.6","0","Saturday"
"2020-07-12","1377","1112","1513","910","670","1271","1205.09677419355","971.032786885246","17.8","15.6","0","Sunday"
"2020-07-13","1291","1377","1343","1204","760","1243.25","1217.38709677419","972.729508196721","19.3","23.9","0","Monday"
"2020-07-14","1371","1291","1124","1182","748","1246.75","1222.77419354839","974.398907103825","18.2","15.7","12.5","Tuesday"
"2020-07-15","624","1371","1140","1225","855","1184.25","1204.77419354839","974.060109289617","16.6","16","0","Wednesday"
"2020-07-16","1202","624","1235","1439","777","1192","1204.03225806452","975.008196721311","18.9","17.4","0","Thursday"
"2020-07-17","1596","1202","1324","1264","847","1237.125","1209.09677419355","977.245901639344","22.1","20.3","0","Friday"
"2020-07-18","1494","1596","1112","1275","903","1258.375","1216.51612903226","979.013661202186","20","20.9","0","Saturday"
"2020-07-19","1460","1494","1377","1405","779","1301.875","1222.48387096774","980.535519125683","17.6","13.6","8.33","Sunday"
"2020-07-20","974","1460","1291","972","775","1251.5","1208.58064516129","981.068306010929","17.5","14.3","0","Monday"
"2020-07-21","1161","974","1371","1174","950","1235.25","1214.67741935484","982.122950819672","17.5","12.8","0","Tuesday"
"2020-07-22","1163","1161","624","1311","756","1209.25","1214.32258064516","982.704918032787","19.9","19.2","0","Wednesday"
"2020-07-23","1289","1163","1202","1438","960","1292.375","1213.61290322581","984.161202185792","19.5","23.3","0","Thursday"
"2020-07-24","1091","1289","1596","1104","836","1278.5","1202.41935483871","984.51912568306","20.2","20","0","Friday"
"2020-07-25","1354","1091","1494","942","989","1248.25","1210.48387096774","985.934426229508","18.2","27.8","8.33","Saturday"
"2020-07-26","1339","1354","1460","1113","619","1228.875","1223.29032258065","986.890710382514","17.1","22.7","12.5","Sunday"
"2020-07-27","1300","1339","974","1062","665","1208.875","1229.32258064516","988.751366120219","18","30.8","12.5","Monday"
"2020-07-28","1047","1300","1161","1308","887","1218","1228.83870967742","989.795081967213","17","24","4.17","Tuesday"
"2020-08-01","1218","1047","1163","1253","595","1225.125","1225.93548387097","990.699453551913","21.4","22.4","0","Saturday"
"2020-08-02","1327","1218","1289","1330","937","1245.625","1228.32258064516","992.699453551913","18.8","21.6","0","Sunday"
"2020-08-03","1252","1327","1091","947","643","1241","1225.8064516129","993.560109289617","18.9","16.4","0","Monday"
"2020-08-04","870","1252","1354","1020","472","1213.375","1223.32258064516","994.180327868852","18","23.2","0","Tuesday"
"2020-08-05","524","870","1339","1258","604","1109.625","1207.32258064516","994.322404371585","20.4","29.3","0","Wednesday"
"2020-08-06","1813","524","1300","1054","619","1168.875","1225.22580645161","997.625683060109","22.5","17.9","4.17","Thursday"
"2020-08-07","1486","1813","1047","1513","755","1192.125","1239.16129032258","999.994535519126","25","16.3","0","Friday"
"2020-08-08","1420","1486","1218","1343","890","1238.75","1236.16129032258","1001.81147540984","25.4","16.8","0","Saturday"
"2020-08-09","1392","1420","1327","1124","456","1260.5","1237.74193548387","1003.18306010929","24","17.2","0","Sunday"
"2020-08-10","1299","1392","1252","1140","836","1257","1243.38709677419","1005.48633879781","26.4","16.9","0","Monday"
"2020-08-11","1251","1299","870","1235","693","1256.875","1246.96774193548","1006.62021857924","27.4","12.2","0","Tuesday"
"2020-08-12","1092","1251","524","1324","871","1284.625","1242.35483870968","1007.71038251366","26.9","19.8","8.33","Wednesday"
"2020-08-13","1410","1092","1813","1112","830","1395.375","1245.12903225806","1009.18306010929","23.3","17.7","8.33","Thursday"
"2020-08-14","1435","1410","1486","1377","698","1348.125","1255.54838709677","1010.83606557377","18.9","12.9","16.67","Friday"
"2020-08-15","1543","1435","1420","1291","878","1355.25","1260.90322580645","1013.14480874317","18.8","12.5","16.67","Saturday"
"2020-08-16","1569","1543","1392","1371","530","1373.875","1269.87096774194","1015.03278688525","20.6","12.9","8.33","Sunday"
"2020-08-17","1318","1569","1299","624","309","1364.625","1268.16129032258","1017.18579234973","18.7","15.8","16.67","Monday"
"2020-08-18","888","1318","1251","1202","617","1313.25","1276.67741935484","1018.76775956284","19.8","22.4","12.5","Tuesday"
"2020-08-19","846","888","1092","1596","829","1262.625","1265.1935483871","1019.39344262295","18.4","19.4","8.33","Wednesday"
"2020-08-20","1362","846","1410","1494","872","1296.375","1257.64516129032","1020.84972677596","20.9","25.9","4.17","Thursday"
"2020-08-21","2115","1362","1435","1460","807","1384.5","1277.67741935484","1024.24590163934","20.5","42.5","4.17","Friday"
"2020-08-22","1833","2115","1543","974","611","1434.25","1289.70967741935","1027.04918032787","19","34","12.5","Saturday"
"2020-08-23","1299","1833","1569","1161","697","1403.75","1300.1935483871","1028.92896174863","18","26.2","8.33","Sunday"
"2020-08-24","1331","1299","1318","1163","507","1374","1305.67741935484","1030.66120218579","17.1","16.7","4.17","Monday"
"2020-08-25","1285","1331","888","1289","681","1369.875","1309.61290322581","1032.7868852459","17.9","38.8","12.5","Tuesday"
"2020-08-26","1102","1285","846","1091","903","1396.625","1303.58064516129","1033.93715846995","18.2","43.6","4.17","Wednesday"
"2020-08-27","1217","1102","1362","1354","926","1443","1307.64516129032","1034.79508196721","15.4","19.4","4.17","Thursday"
"2020-08-28","1407","1217","2115","1339","1039","1448.625","1309.35483870968","1036.10928961749","15.2","23.6","16.67","Friday"
"2020-09-01","1296","1407","1833","1300","1058","1346.25","1307.96774193548","1036.81147540984","14.2","9.9","0","Tuesday"
"2020-09-02","1123","1296","1299","1047","1292","1257.5","1302.25806451613","1036.98907103825","15.2","19.3","4.17","Wednesday"
"2020-09-03","1029","1123","1331","1218","1233","1223.75","1301.67741935484","1036.27049180328","18.6","24.3","16.67","Thursday"
"2020-09-04","1429","1029","1285","1327","1309","1236","1308.48387096774","1036.80601092896","16","20.6","4.17","Friday"
"2020-09-05","1570","1429","1102","1252","680","1271.625","1316.32258064516","1037.51912568306","14.2","18.9","4.17","Saturday"
"2020-09-06","NA","1570","1217","870","1233","NULL","NULL","NULL","14.5","15.2","0","Sunday"
"2020-09-07","NA","NULL","1407","524","989","NULL","NULL","NULL","15.8","24.5","0","Monday"
"2020-09-08","NA","NULL","1296","1813","995","NULL","NULL","NULL","19.8","17.1","0","Tuesday"
"2020-09-09","NA","NULL","1123","1486","1236","NULL","NULL","NULL","18.4","16","0","Wednesday"
"2020-09-10","NA","NULL","1029","1420","1263","NULL","NULL","NULL","15.3","9.7","0","Thursday"
"2020-09-11","NA","NULL","1429","1392","1341","NULL","NULL","NULL","14.5","21.8","4.17","Friday"
"2020-09-12","NA","NULL","1570","1299","1223","NULL","NULL","NULL","16.8","19.3","0","Saturday"
"2020-09-13","NA","NULL","NULL","1251","1382","NULL","NULL","NULL","18.5","17.5","0","Sunday"
"2020-09-14","NA","NULL","NULL","1092","1034","NULL","NULL","NULL","19.4","13.5","4.17","Monday"
"2020-09-15","NA","NULL","NULL","1410","1118","NULL","NULL","NULL","21.8","14.2","0","Tuesday"
"2020-09-16","NA","NULL","NULL","1435","1118","NULL","NULL","NULL","21.4","20","0","Wednesday"
"2020-09-17","NA","NULL","NULL","1543","1190","NULL","NULL","NULL","16.9","22.7","0","Thursday"
"2020-09-18","NA","NULL","NULL","1569","864","NULL","NULL","NULL","16.2","28.5","0","Friday"
"2020-09-19","NA","NULL","NULL","1318","484","NULL","NULL","NULL","18.5","24.8","0","Saturday"
"2020-09-20","NA","NULL","NULL","888","884","NULL","NULL","NULL","18.7","18.1","0","Sunday"
"2020-09-21","NA","NULL","NULL","846","640","NULL","NULL","NULL","17.1","10.2","0","Monday"
"2020-09-22","NA","NULL","NULL","1362","589","NULL","NULL","NULL","18","25.8","0","Tuesday"
"2020-09-23","NA","NULL","NULL","2115","1117","NULL","NULL","NULL","16.2","23.7","12.5","Wednesday"
"2020-09-24","NA","NULL","NULL","1833","1250","NULL","NULL","NULL","11.7","24","16.67","Thursday"
"2020-09-25","NA","NULL","NULL","1299","1221","NULL","NULL","NULL","11.2","36","12.5","Friday"
"2020-09-26","NA","NULL","NULL","1331","1071","NULL","NULL","NULL","10.5","27.8","4.17","Saturday"
"2020-09-27","NA","NULL","NULL","1285","1183","NULL","NULL","NULL","12.1","27.7","0","Sunday"
"2020-09-28","NA","NULL","NULL","1102","701","NULL","NULL","NULL","13.6","16.4","0","Monday"
"2020-10-01","NA","NULL","NULL","1217","831","NULL","NULL","NULL","13","17.1","4.17","Thursday"
"2020-10-02","NA","NULL","NULL","1407","1277","NULL","NULL","NULL","12.5","33.3","16.67","Friday"
"2020-10-03","NA","NULL","NULL","1296","1232","NULL","NULL","NULL","13.8","22.8","12.5","Saturday"
"2020-10-04","NA","NULL","NULL","1123","986","NULL","NULL","NULL","10.1","26.3","16.67","Sunday"
"2020-10-05","NA","NULL","NULL","1029","868","NULL","NULL","NULL","12.7","25.3","12.5","Monday"
"2020-10-06","NA","NULL","NULL","1429","958","NULL","NULL","NULL","13.3","30.9","16.67","Tuesday"
"2020-10-07","NA","NULL","NULL","1570","724","NULL","NULL","NULL","12.5","24.3","0","Wednesday"
"2020-10-08","NA","NULL","NULL","NULL","1175","NULL","NULL","NULL","14.7","29","8.33","Thursday"
"2020-10-09","NA","NULL","NULL","NULL","1072","NULL","NULL","NULL","9.7","23","8.33","Friday"
"2020-10-10","NA","NULL","NULL","NULL","1081","NULL","NULL","NULL","9.1","17","12.5","Saturday"
"2020-10-11","NA","NULL","NULL","NULL","898","NULL","NULL","NULL","10.5","12.2","4.17","Sunday"
"2020-10-12","NA","NULL","NULL","NULL","993","NULL","NULL","NULL","9.7","10.2","8.33","Monday"
"2020-10-13","NA","NULL","NULL","NULL","801","NULL","NULL","NULL","9.6","16.5","8.33","Tuesday"
"2020-10-14","NA","NULL","NULL","NULL","1162","NULL","NULL","NULL","11","20.9","12.5","Wednesday"
"2020-10-15","NA","NULL","NULL","NULL","1234","NULL","NULL","NULL","10.2","19.8","8.33","Thursday"
"2020-10-16","NA","NULL","NULL","NULL","1258","NULL","NULL","NULL","10.6","13.9","4.17","Friday"
"2020-10-17","NA","NULL","NULL","NULL","1130","NULL","NULL","NULL","10.9","10.6","12.5","Saturday"
"2020-10-18","NA","NULL","NULL","NULL","1460","NULL","NULL","NULL","10.5","7","4.17","Sunday"
"2020-10-19","NA","NULL","NULL","NULL","1132","NULL","NULL","NULL","12.3","23.2","0","Monday"
"2020-10-20","NA","NULL","NULL","NULL","1083","NULL","NULL","NULL","15.3","29.6","12.5","Tuesday"
"2020-10-21","NA","NULL","NULL","NULL","1166","NULL","NULL","NULL","14.8","26.2","12.5","Wednesday"
"2020-10-22","NA","NULL","NULL","NULL","1270","NULL","NULL","NULL","13.4","23.1","4.17","Thursday"
"2020-10-23","NA","NULL","NULL","NULL","1428","NULL","NULL","NULL","12.7","25","12.5","Friday"
"2020-10-24","NA","NULL","NULL","NULL","1244","NULL","NULL","NULL","12.7","35.1","12.5","Saturday"
"2020-10-25","NA","NULL","NULL","NULL","932","NULL","NULL","NULL","10.4","21.7","12.5","Sunday"
"2020-10-26","NA","NULL","NULL","NULL","574","NULL","NULL","NULL","9.8","23.8","12.5","Monday"
"2020-10-27","NA","NULL","NULL","NULL","1083","NULL","NULL","NULL","9.9","24.6","8.33","Tuesday"
"2020-10-28","NA","NULL","NULL","NULL","1070","NULL","NULL","NULL","10","26.9","12.5","Wednesday"
"2020-11-01","NA","NULL","NULL","NULL","747","NULL","NULL","NULL","14.7","35.6","12.5","Sunday"
"2020-11-02","NA","NULL","NULL","NULL","977","NULL","NULL","NULL","14.1","40.8","12.5","Monday"
"2020-11-03","NA","NULL","NULL","NULL","1020","NULL","NULL","NULL","8.1","27.7","8.33","Tuesday"
"2020-11-04","NA","NULL","NULL","NULL","1207","NULL","NULL","NULL","6.2","9","8.33","Wednesday"
"2020-11-05","NA","NULL","NULL","NULL","1431","NULL","NULL","NULL","5.4","4.6","8.33","Thursday"
"2020-11-06","NA","NULL","NULL","NULL","1168","NULL","NULL","NULL","7.8","17","8.33","Friday"
"2020-11-07","NA","NULL","NULL","NULL","1024","NULL","NULL","NULL","9.7","9.2","0","Saturday"
"2020-11-08","NA","NULL","NULL","NULL","643","NULL","NULL","NULL","12.7","8.9","4.17","Sunday"
"2020-11-09","NA","NULL","NULL","NULL","707","NULL","NULL","NULL","13.6","12","12.5","Monday"
"2020-11-10","NA","NULL","NULL","NULL","690","NULL","NULL","NULL","12.3","10.5","16.67","Tuesday"
"2020-11-11","NA","NULL","NULL","NULL","1267","NULL","NULL","NULL","12","30.2","16.67","Wednesday"
"2020-11-12","NA","NULL","NULL","NULL","1545","NULL","NULL","NULL","11","23.8","4.17","Thursday"
"2020-11-13","NA","NULL","NULL","NULL","1299","NULL","NULL","NULL","11","19.7","12.5","Friday"
"2020-11-14","NA","NULL","NULL","NULL","1100","NULL","NULL","NULL","12.9","28.2","12.5","Saturday"
"2020-11-15","NA","NULL","NULL","NULL","1148","NULL","NULL","NULL","11.2","35.9","16.67","Sunday"
"2020-11-16","NA","NULL","NULL","NULL","915","NULL","NULL","NULL","10.7","28.1","12.5","Monday"
"2020-11-17","NA","NULL","NULL","NULL","1039","NULL","NULL","NULL","13.2","23.6","4.17","Tuesday"
"2020-11-18","NA","NULL","NULL","NULL","1138","NULL","NULL","NULL","12.5","31.4","4.17","Wednesday"
"2020-11-19","NA","NULL","NULL","NULL","1308","NULL","NULL","NULL","8.4","30.3","12.5","Thursday"
"2020-11-20","NA","NULL","NULL","NULL","1327","NULL","NULL","NULL","6.7","18.2","12.5","Friday"
"2020-11-21","NA","NULL","NULL","NULL","1131","NULL","NULL","NULL","11.3","28.4","8.33","Saturday"
"2020-11-22","NA","NULL","NULL","NULL","866","NULL","NULL","NULL","9.4","18.5","12.5","Sunday"
"2020-11-23","NA","NULL","NULL","NULL","1047","NULL","NULL","NULL","6.9","12.8","4.17","Monday"
"2020-11-24","NA","NULL","NULL","NULL","1213","NULL","NULL","NULL","10.7","20.8","0","Tuesday"
"2020-11-25","NA","NULL","NULL","NULL","1220","NULL","NULL","NULL","10.6","16.8","8.33","Wednesday"
"2020-11-26","NA","NULL","NULL","NULL","1195","NULL","NULL","NULL","7.5","7.5","12.5","Thursday"
"2020-11-27","NA","NULL","NULL","NULL","1196","NULL","NULL","NULL","4.7","8.7","4.17","Friday"
"2020-11-28","NA","NULL","NULL","NULL","1175","NULL","NULL","NULL","9.3","12.3","4.17","Saturday"
"2020-12-01","NA","NULL","NULL","NULL","936","NULL","NULL","NULL","6.6","17.1","4.17","Tuesday"
"2020-12-02","NA","NULL","NULL","NULL","1276","NULL","NULL","NULL","5.6","11.5","8.33","Wednesday"
"2020-12-03","NA","NULL","NULL","NULL","1234","NULL","NULL","NULL","5.5","17.6","16.67","Thursday"
"2020-12-04","NA","NULL","NULL","NULL","1286","NULL","NULL","NULL","4.7","22.9","12.5","Friday"
"2020-12-05","NA","NULL","NULL","NULL","1067","NULL","NULL","NULL","5.5","18.9","4.17","Saturday"
"2020-12-06","NA","NULL","NULL","NULL","1177","NULL","NULL","NULL","4","12.8","8.33","Sunday"
"2020-12-07","NA","NULL","NULL","NULL","1184","NULL","NULL","NULL","2.3","6.6","8.33","Monday"
"2020-12-08","NA","NULL","NULL","NULL","1496","NULL","NULL","NULL","2.9","8.1","12.5","Tuesday"
"2020-12-09","NA","NULL","NULL","NULL","1500","NULL","NULL","NULL","5.6","14.1","8.33","Wednesday"
"2020-12-10","NA","NULL","NULL","NULL","1447","NULL","NULL","NULL","6.9","19.2","4.17","Thursday"
"2020-12-11","NA","NULL","NULL","NULL","1250","NULL","NULL","NULL","9.1","18.3","16.67","Friday"
"2020-12-12","NA","NULL","NULL","NULL","1216","NULL","NULL","NULL","7.8","20.5","8.33","Saturday"
"2020-12-13","NA","NULL","NULL","NULL","1072","NULL","NULL","NULL","7.4","23.7","4.17","Sunday"
"2020-12-14","NA","NULL","NULL","NULL","1310","NULL","NULL","NULL","10.5","27.2","16.67","Monday"
"2020-12-15","NA","NULL","NULL","NULL","724","NULL","NULL","NULL","9.3","18.2","8.33","Tuesday"
"2020-12-16","NA","NULL","NULL","NULL","1341","NULL","NULL","NULL","9.3","23","4.17","Wednesday"
"2020-12-17","NA","NULL","NULL","NULL","1453","NULL","NULL","NULL","9.4","23.6","12.5","Thursday"
"2020-12-18","NA","NULL","NULL","NULL","1377","NULL","NULL","NULL","11.5","30","12.5","Friday"
"2020-12-19","NA","NULL","NULL","NULL","1294","NULL","NULL","NULL","10.4","26.5","16.67","Saturday"
"2020-12-20","NA","NULL","NULL","NULL","780","NULL","NULL","NULL","8.1","21.1","12.5","Sunday"
"2020-12-21","NA","NULL","NULL","NULL","1204","NULL","NULL","NULL","11.1","25.5","8.33","Monday"
"2020-12-22","NA","NULL","NULL","NULL","1447","NULL","NULL","NULL","11.7","29.9","12.5","Tuesday"
"2020-12-23","NA","NULL","NULL","NULL","1524","NULL","NULL","NULL","11.3","22.6","8.33","Wednesday"
"2020-12-24","NA","NULL","NULL","NULL","1471","NULL","NULL","NULL","5.3","26.8","12.5","Thursday"
"2020-12-25","NA","NULL","NULL","NULL","1427","NULL","NULL","NULL","2.7","17.8","4.17","Friday"
"2020-12-26","NA","NULL","NULL","NULL","1280","NULL","NULL","NULL","6.7","41.3","4.17","Saturday"
"2020-12-27","NA","NULL","NULL","NULL","1069","NULL","NULL","NULL","6.4","44.9","12.5","Sunday"
"2020-12-28","NA","NULL","NULL","NULL","968","NULL","NULL","NULL","2.3","15.3","4.17","Monday"
"2021-01-01","NA","NULL","NULL","NULL","1065","NULL","NULL","NULL","2","10.1","4.17","Friday"
"2021-01-02","NA","NULL","NULL","NULL","1029","NULL","NULL","NULL","3.7","12","8.33","Saturday"
"2021-01-03","NA","NULL","NULL","NULL","470","NULL","NULL","NULL","3.8","17.1","8.33","Sunday"
"2021-01-04","NA","NULL","NULL","NULL","1111","NULL","NULL","NULL","4.2","26","12.5","Monday"
"2021-01-05","NA","NULL","NULL","NULL","863","NULL","NULL","NULL","3.7","21.4","8.33","Tuesday"
"2021-01-06","NA","NULL","NULL","NULL","1104","NULL","NULL","NULL","4","17.5","12.5","Wednesday"
"2021-01-07","NA","NULL","NULL","NULL","1355","NULL","NULL","NULL","1","12.6","0","Thursday"
"2021-01-08","NA","NULL","NULL","NULL","1282","NULL","NULL","NULL","0.6","11.2","0","Friday"
"2021-01-09","NA","NULL","NULL","NULL","1081","NULL","NULL","NULL","1.1","9.9","8.33","Saturday"
"2021-01-10","NA","NULL","NULL","NULL","1266","NULL","NULL","NULL","1","11.4","4.17","Sunday"
"2021-01-11","NA","NULL","NULL","NULL","980","NULL","NULL","NULL","6.7","33.6","0","Monday"
"2021-01-12","NA","NULL","NULL","NULL","1144","NULL","NULL","NULL","6.8","27.7","12.5","Tuesday"
"2021-01-13","NA","NULL","NULL","NULL","1296","NULL","NULL","NULL","6.1","19","8.33","Wednesday"
"2021-01-14","NA","NULL","NULL","NULL","1294","NULL","NULL","NULL","5","16.1","12.5","Thursday"
"2021-01-15","NA","NULL","NULL","NULL","1286","NULL","NULL","NULL","2.3","13.3","8.33","Friday"
"2021-01-16","NA","NULL","NULL","NULL","1256","NULL","NULL","NULL","4.9","21.9","8.33","Saturday"
"2021-01-17","NA","NULL","NULL","NULL","817","NULL","NULL","NULL","5.7","19.6","0","Sunday"
"2021-01-18","NA","NULL","NULL","NULL","869","NULL","NULL","NULL","5.3","24.7","4.17","Monday"
"2021-01-19","NA","NULL","NULL","NULL","1017","NULL","NULL","NULL","10.6","31.7","12.5","Tuesday"
"2021-01-20","NA","NULL","NULL","NULL","1207","NULL","NULL","NULL","10.2","34.5","16.67","Wednesday"
"2021-01-21","NA","NULL","NULL","NULL","1139","NULL","NULL","NULL","6.6","39.2","8.33","Thursday"
"2021-01-22","NA","NULL","NULL","NULL","1194","NULL","NULL","NULL","4","16.3","4.17","Friday"
"2021-01-23","NA","NULL","NULL","NULL","1097","NULL","NULL","NULL","2.1","15.3","8.33","Saturday"
"2021-01-24","NA","NULL","NULL","NULL","948","NULL","NULL","NULL","0.6","14","8.33","Sunday"
"2021-01-25","NA","NULL","NULL","NULL","913","NULL","NULL","NULL","1.7","17.7","16.67","Monday"
"2021-01-26","NA","NULL","NULL","NULL","1050","NULL","NULL","NULL","3","21.7","8.33","Tuesday"
"2021-01-27","NA","NULL","NULL","NULL","1192","NULL","NULL","NULL","8.3","12.2","8.33","Wednesday"
"2021-01-28","NA","NULL","NULL","NULL","1246","NULL","NULL","NULL","10.9","29.7","16.67","Thursday"
"2021-02-01","NA","NULL","NULL","NULL","1448","NULL","NULL","NULL","4.1","11.7","4.17","Monday"
"2021-02-02","NA","NULL","NULL","NULL","1023","NULL","NULL","NULL","9.2","24.3","12.5","Tuesday"
"2021-02-03","NA","NULL","NULL","NULL","1182","NULL","NULL","NULL","8.6","23","8.33","Wednesday"
"2021-02-04","NA","NULL","NULL","NULL","1128","NULL","NULL","NULL","7","15.2","8.33","Thursday"
"2021-02-05","NA","NULL","NULL","NULL","1100","NULL","NULL","NULL","8.3","15.8","8.33","Friday"
"2021-02-06","NA","NULL","NULL","NULL","997","NULL","NULL","NULL","6.8","18.6","12.5","Saturday"
"2021-02-07","NA","NULL","NULL","NULL","809","NULL","NULL","NULL","1.8","26.7","12.5","Sunday"
"2021-02-08","NA","NULL","NULL","NULL","734","NULL","NULL","NULL","-0.8","26.8","0","Monday"
"2021-02-09","NA","NULL","NULL","NULL","912","NULL","NULL","NULL","-0.1","22.7","4.17","Tuesday"
"2021-02-10","NA","NULL","NULL","NULL","1196","NULL","NULL","NULL","0.3","26.3","0","Wednesday"
"2021-02-11","NA","NULL","NULL","NULL","1025","NULL","NULL","NULL","-0.9","31.3","0","Thursday"
"2021-02-12","NA","NULL","NULL","NULL","1185","NULL","NULL","NULL","-0.5","36","0","Friday"
"2021-02-13","NA","NULL","NULL","NULL","1045","NULL","NULL","NULL","-0.9","27.4","0","Saturday"
"2021-02-14","NA","NULL","NULL","NULL","815","NULL","NULL","NULL","2.9","24.4","4.17","Sunday"
"2021-02-15","NA","NULL","NULL","NULL","722","NULL","NULL","NULL","8.7","20.6","12.5","Monday"
"2021-02-16","NA","NULL","NULL","NULL","1016","NULL","NULL","NULL","9.5","23.5","16.67","Tuesday"
"2021-02-17","NA","NULL","NULL","NULL","1072","NULL","NULL","NULL","9.9","27.7","16.67","Wednesday"
"2021-02-18","NA","NULL","NULL","NULL","1171","NULL","NULL","NULL","8.9","27.7","12.5","Thursday"
"2021-02-19","NA","NULL","NULL","NULL","1217","NULL","NULL","NULL","8.8","27.4","4.17","Friday"
"2021-02-20","NA","NULL","NULL","NULL","977","NULL","NULL","NULL","13.4","24","0","Saturday"
"2021-02-21","NA","NULL","NULL","NULL","745","NULL","NULL","NULL","12","20.3","4.17","Sunday"
"2021-02-22","NA","NULL","NULL","NULL","575","NULL","NULL","NULL","9.9","12.9","8.33","Monday"
"2021-02-23","NA","NULL","NULL","NULL","858","NULL","NULL","NULL","10.7","33.9","4.17","Tuesday"
"2021-02-24","NA","NULL","NULL","NULL","1064","NULL","NULL","NULL","13.3","26","0","Wednesday"
