"Date","Daydemand","Demand1dayago","Demand7daysago","Demand30daysago","Demand365daysago","Meanpast7days","Meanpast30days","Meanpast365days","Tempofday","Wind","Raincover","dayofweek"
"2020-06-01","1421.84630444989","1409.3847827221","1130.22362919326","854.925590145006","2023.22580179505","1316.82474963339","1015.59309523171","1722.88710951631","18.8","19","0","Monday"
"2020-06-02","1459.6616740049","1421.84630444989","1161.50126627394","785.833031130505","2093.40322161554","1358.48513181291","1034.4904523752","1721.23949445509","19.1","13.1","0","Tuesday"
"2020-06-03","1431.99550660441","1459.6616740049","1283.35113964654","760.449728017455","2118.36289945399","1401.07947577448","1056.95140713768","1719.50321624245","16.6","21.2","4.17","Wednesday"
"2020-06-04","1400.59595594397","1431.99550660441","1425.91602568189","834.604755215709","2100.72660950859","1422.31438533989","1079.33626642391","1717.62275763191","13.2","19.5","8.33","Thursday"
"2020-06-05","1364.23636034957","1400.59595594397","1407.5244231137","847.844279694138","2027.75394855773","1418.69723252018","1098.20263978152","1715.70459145776","12.9","29","16.67","Friday"
"2020-06-06","1410.21272431461","1364.23636034957","1399.87198080233","822.459851724725","1967.77855370196","1412.51322355388","1115.4157091367","1713.88673505171","10.6","33.7","12.5","Saturday"
"2020-06-07","1446.89145188315","1410.21272431461","1409.3847827221","795.013866552252","1905.70069833176","1413.99047262706","1135.00747155637","1712.35915743695","12.7","16","12.5","Sunday"
"2020-06-08","1422.90230669484","1446.89145188315","1421.84630444989","799.412479897027","1951.83062849859","1419.3485682215","1156.73672440073","1711.10214580284","13","17.6","0","Monday"
"2020-06-09","1439.81207602535","1422.90230669484","1459.6616740049","820.571231907324","1885.74756564873","1419.49942568506","1177.51971862732","1709.65302711297","14.5","13.9","0","Tuesday"
"2020-06-10","1362.63086842282","1439.81207602535","1431.99550660441","939.614108716592","1888.07280908385","1416.66376883084","1198.16108009792","1708.43128604551","13.4","16.5","8.33","Wednesday"
"2020-06-11","1314.96778158054","1362.63086842282","1400.59595594397","1040.95269784493","1948.46552817547","1406.7545348049","1212.2616387548","1706.99171908479","14.8","25.4","8.33","Thursday"
"2020-06-12","1303.57100342248","1314.96778158054","1364.23636034957","1025.25742806044","1914.11897535792","1394.52193846727","1221.39547487932","1705.25610882015","16.7","24.9","8.33","Friday"
"2020-06-13","1454.71390308023","1303.57100342248","1410.21272431461","967.831685254396","1882.90707782213","1385.85545890626","1230.67259405805","1703.58337465046","18.5","24.1","4.17","Saturday"
"2020-06-14","1540.44251277221","1454.71390308023","1446.89145188315","941.948516728956","1958.61637003992","1392.21277015849","1246.90200131892","1702.41024266487","18.3","17.6","8.33","Sunday"
"2020-06-15","1535.19826149499","1540.44251277221","1422.90230669484","902.05366505606","2042.15473303593","1405.57720742835","1266.85180118702","1701.26456086414","18.1","13.4","4.17","Monday"
"2020-06-16","1525.07843534549","1535.19826149499","1439.81207602535","876.148298550454","2107.43925973233","1421.61948668552","1287.95662106832","1699.8756390243","18.5","14.2","12.5","Tuesday"
"2020-06-17","1481.47059181094","1525.07843534549","1362.63086842282","886.833468695409","2173.1953337591","1433.80039515982","1309.58762562816","1698.28012991639","17.1","16.4","8.33","Wednesday"
"2020-06-18","1442.92353262985","1481.47059181094","1314.96778158054","968.450121825868","2176.87580038319","1450.77749850098","1329.40886306534","1696.38499363708","16.1","18","12.5","Thursday"
"2020-06-19","1445.93117936686","1442.92353262985","1303.57100342248","1054.80510964328","2145.78822034487","1469.05689150803","1345.22464342547","1694.37416550625","16.1","26.6","12.5","Friday"
"2020-06-20","1580.03806143018","1445.93117936686","1454.71390308023","1042.92459867895","2101.60939831038","1489.39405950008","1358.26217908293","1692.45674895562","17.1","21.2","8.33","Saturday"
"2020-06-21","1633.33425528716","1580.03806143018","1540.44251277221","1069.83213881106","2156.94845847935","1507.29751069293","1376.16596117463","1691.02778638883","18.1","26","8.33","Sunday"
"2020-06-22","1660.00082975844","1633.33425528716","1535.19826149499","1105.44892492995","2219.95361263141","1520.56775962364","1394.94936505717","1689.59322692803","17.4","19.2","0","Monday"
"2020-06-23","1688.3007467826","1660.00082975844","1525.07843534549","1106.80403243696","2259.25825136827","1538.39669794699","1413.43442855145","1688.05910971468","20.9","13.9","0","Tuesday"
"2020-06-24","1731.77067210434","1688.3007467826","1481.47059181094","1130.22362919326","2295.53242623144","1561.71417100943","1432.81765236297","1686.49484257883","23.6","22","0","Wednesday"
"2020-06-25","1769.69360489391","1731.77067210434","1442.92353262985","1161.50126627394","2309.6791836083","1597.47132533706","1452.86922046001","1684.95028982779","24.6","21.6","0","Thursday"
"2020-06-26","1792.62424440451","1769.69360489391","1445.93117936686","1283.35113964654","2278.31126524747","1644.15276423193","1473.14229841401","1683.47087728337","23.3","24.6","4.17","Friday"
"2020-06-27","1813.86181996406","1792.62424440451","1580.03806143018","1425.91602568189","2208.28013872272","1693.68034495159","1490.11806857261","1682.1402279112","17.6","33.1","12.5","Saturday"
"2020-06-28","1838.17563796766","1813.86181996406","1633.33425528716","1407.5244231137","2166.35212485045","1727.08373902786","1503.04959504868","1681.05962977761","16.1","32.1","12.5","Sunday"
"2020-07-01","1805.45807417089","1838.17563796766","1660.00082975844","1399.87198080233","2190.21691236541","1756.3467936965","1517.40463554381","1680.16051611492","17.5","26","12.5","Wednesday"
"2020-07-02","1745.0122667538","1805.45807417089","1688.3007467826","1409.3847827221","2196.39522112886","1777.12640004114","1530.92417198943","1679.10638231165","16","21.2","12.5","Thursday"
"2020-07-03","1718.31104007842","1745.0122667538","1731.77067210434","1421.84630444989","2163.15569901598","1785.22804575131","1542.11175479049","1677.86971668322","16.2","31.6","4.17","Friday"
"2020-07-04","1757.47993607058","1718.31104007842","1769.69360489391","1459.6616740049","2191.24012911438","1783.30524117618","1551.99391264477","1676.65096419298","17.7","28.5","8.33","Saturday"
"2020-07-05","1803.33194246352","1757.47993607058","1792.62424440451","1431.99550660441","2203.11611620294","1781.56043134428","1561.92118804696","1675.46258010245","18.4","38","8.33","Sunday"
"2020-07-06","1766.89874821717","1803.33194246352","1813.86181996406","1400.59595594397","2234.10450458265","1783.09010249556","1574.29906924227","1674.36728099632","16","28.5","0","Monday"
"2020-07-07","1729.20887339545","1766.89874821717","1838.17563796766","1364.23636034957","2258.79405412438","1776.38109224601","1586.50916231804","1673.08726522545","15.9","23.1","4.17","Tuesday"
"2020-07-08","1652.98798605591","1729.20887339545","1805.45807417089","1410.21272431461","2192.41464871195","1760.81441159283","1598.6749127529","1671.63634692208","16.7","16","12.5","Wednesday"
"2020-07-09","1604.58918745032","1652.98798605591","1745.0122667538","1446.89145188315","2138.07318384075","1739.03297043355","1606.76742147761","1670.15846565453","17.6","21.5","16.67","Thursday"
"2020-07-10","1616.63026870529","1604.58918745032","1718.31104007842","1422.90230669484","2102.86586545668","1718.97253053305","1612.02401266318","1668.69686566442","15.8","19.7","8.33","Friday"
"2020-07-11","1724.36724183476","1616.63026870529","1757.47993607058","1439.81207602535","1974.17927891101","1704.44670605118","1618.48161139687","1667.36471334456","15.8","17.6","0","Saturday"
"2020-07-12","1800.43051765128","1724.36724183476","1803.33194246352","1362.63086842282","2008.46135101991","1699.71632116034","1627.96678359051","1666.68029680462","17.8","15.6","0","Sunday"
"2020-07-13","1775.28746588615","1800.43051765128","1766.89874821717","1314.96778158054","1973.21521591792","1699.30183190145","1642.56010523146","1666.11034931594","19.3","23.9","0","Monday"
"2020-07-14","1754.45871929754","1775.28746588615","1729.20887339545","1303.57100342248","1945.49369432613","1700.50022013988","1657.90409470832","1665.56808150763","18.2","15.7","12.5","Tuesday"
"2020-07-15","1738.41284736778","1754.45871929754","1652.98798605591","1454.71390308023","1974.34432489351","1704.10734098303","1672.93368523748","1665.0446980144","16.6","16","0","Wednesday"
"2020-07-16","1741.77156263101","1738.41284736778","1604.58918745032","1540.44251277221","1956.50989240416","1716.31089259902","1682.39031671374","1664.39831040474","18.9","17.4","0","Thursday"
"2020-07-17","1788.39440636791","1741.77156263101","1616.63026870529","1535.19826149499","1910.95890316375","1735.90837476769","1689.10128504236","1663.80998621359","22.1","20.3","0","Friday"
"2020-07-18","1894.75496573111","1788.39440636791","1724.36724183476","1525.07843534549","1986.46301284737","1760.44610871949","1697.54115653813","1663.47419307168","20","20.9","0","Saturday"
"2020-07-19","1877.479469158","1894.75496573111","1800.43051765128","1481.47059181094","1988.71671156263","1784.78721213325","1709.86370755098","1663.22293814807","17.6","13.6","8.33","Sunday"
